oldLine ,newLine 
1,1
65,56
2,2
3,3
4,4
5,8
6,8
7,8
8,5
9,6
10,7
11,8
12,9
13,10
14,11
15,12
16,14
17,18
18,19
19,20
20,22
21,25
22,26
23,27
29,31
32,33
35,36
36,37
39,38
40,39
42,44
44,42
45,43
46,44
48,46
49,47
50,48
53,50
54,51
55,52
56,53
57,54
58,55
63,57
