oldLine ,newLine 
1,1
2,2
3,3
4,4
5,9
6,9
7,5
8,6
9,7
10,8
11,9
12,10
13,11
14,12
15,13
16,14
17,19
18,20
19,21
20,23
21,26
22,27
23,28
31,31
32,32
33,33
34,34
35,35
36,36
45,40
46,41
47,25
54,43
55,44
56,45
57,46
58,47
59,48
60,49
62,50
63,51
64,52
66,53
67,54
68,55
69,56
70,57
72,66
73,59
74,52
76,61
77,62
78,63
79,64
80,65
81,58
82,67
83,68
84,69
85,70
86,71
87,72
88,73
89,74
90,76
95,78
97,75
