oldLine ,newLine 
1,1
2,2
3,3
4,4
5,5
6,6
7,15
8,16
9,17
10,18
11,19
12,20
13,21
14,22
15,23
16,24
17,25
18,26
19,27
20,28
21,29
22,30
23,31
24,32
25,33
26,34
