oldLine ,newLine 
1,1
2,2
3,3
4,4
5,5
6,6
7,8
8,7
9,8
10,9
11,10
12,11
13,12
14,13
15,15
16,16
17,18
18,19
19,20
20,21
23,22
39,25
40,26
41,27
42,28
43,29
44,30
45,31
46,32
47,33
48,34
49,35
