oldLine ,newLine 
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,17
16,18
17,20
18,21
19,22
20,23
26,25
27,26
28,27
29,28
30,29
31,30
32,31
33,32
34,33
35,34
36,35
37,36
38,37
39,38
40,39
41,40
42,41
43,43
44,42
45,43
46,43
47,44
48,45
49,46
50,47
55,49
57,48
