oldLine ,newLine 
1,1
2,2
3,3
4,4
5,8
6,8
7,8
8,5
9,6
10,7
11,8
12,9
13,10
14,11
15,12
16,14
17,13
18,17
19,18
20,20
21,21
22,24
23,25
24,26
25,27
26,28
27,29
28,30
29,31
30,32
31,33
33,38
37,35
43,38
44,39
45,40
46,41
47,42
48,43
49,49
50,44
51,45
52,46
53,47
54,48
55,47
56,50
57,47
58,52
59,45
60,54
61,55
62,56
63,57
64,58
65,59
66,60
67,61
68,62
69,63
70,64
71,65
72,66
77,70
78,72
79,71
