oldLine ,newLine 
1,1
2,4
3,5
4,5
5,10
6,2
7,15
8,17
9,23
11,24
12,25
13,26
15,28
16,7
18,31
19,32
20,33
21,34
22,35
23,36
24,37
25,38
26,39
27,40
28,41
29,42
30,43
31,44
35,49
37,50
41,51
42,58
43,54
44,53
45,55
46,59
47,56
48,61
49,60
