oldLine ,newLine 
1,1
2,4
3,3
4,9
5,13
6,14
7,16
8,17
9,18
11,19
12,20
13,21
14,22
15,2
16,24
17,25
18,26
19,27
20,28
21,29
22,30
23,31
24,32
25,33
26,34
27,35
28,36
29,37
30,38
31,39
32,40
33,41
34,47
35,42
36,43
37,44
38,45
39,46
40,48
41,49
