oldLine ,newLine 
1,1
2,4
3,3
4,3
5,9
6,13
7,14
8,16
9,17
10,18
12,19
13,20
14,21
15,22
16,23
17,24
18,25
19,26
20,27
21,28
22,29
23,30
29,33
30,34
31,35
33,36
36,38
37,38
38,39
39,38
40,40
41,41
42,38
43,42
45,43
46,2
47,44
48,45
49,51
50,46
51,47
52,48
53,49
54,50
55,53
56,52
