oldLine ,newLine 
1,1
2,4
3,5
4,5
5,11
6,2
7,16
8,17
9,19
10,20
11,21
13,22
14,23
15,24
16,25
17,26
18,27
19,28
20,29
21,30
22,31
23,32
24,33
25,34
26,35
28,36
32,40
33,41
34,42
35,43
36,44
37,45
38,46
39,47
40,48
41,49
42,50
43,51
44,52
45,53
46,55
47,67
48,56
49,57
50,58
56,81
57,63
58,64
59,65
60,66
61,89
62,90
63,68
64,69
65,80
67,73
68,74
69,75
70,76
71,77
72,96
73,78
74,79
75,70
77,82
78,83
80,84
81,85
82,97
83,98
84,87
85,95
87,91
88,92
89,93
90,94
93,86
