oldLine ,newLine 
1,1
2,2
3,3
4,4
5,8
6,8
7,8
8,5
9,6
10,7
11,8
12,9
13,10
14,11
15,12
16,14
17,18
18,19
19,20
20,22
21,23
22,26
23,27
24,28
25,29
26,30
27,31
28,32
29,33
30,34
31,35
33,40
37,37
40,38
42,40
43,41
44,42
45,43
46,44
47,45
48,49
49,46
50,47
51,48
52,49
53,45
54,51
55,52
56,53
59,55
60,56
61,57
62,58
63,59
64,60
69,62
71,61
