oldLine ,newLine 
1,1
2,2
3,3
4,4
5,8
6,8
7,8
8,5
9,6
10,7
11,8
12,9
13,10
14,11
15,12
16,13
17,14
18,15
19,16
20,17
21,19
22,20
23,21
24,22
25,23
26,24
27,25
28,26
29,27
30,28
31,29
32,30
33,31
34,32
35,33
37,36
52,41
57,46
58,37
59,38
60,39
61,40
63,42
65,43
66,44
67,45
69,47
70,48
71,49
72,50
73,51
74,52
