oldLine ,newLine 
1,1
2,4
3,3
4,9
5,13
6,14
7,16
8,17
9,18
11,19
12,20
13,21
14,22
15,23
16,24
17,25
18,26
19,27
20,28
21,29
22,30
28,33
29,34
30,35
32,36
35,41
36,39
37,41
38,41
39,44
41,47
44,2
45,49
46,50
47,56
48,51
49,52
50,53
51,54
52,55
53,58
54,57
