oldLine ,newLine 
1,1
2,4
3,5
4,9
5,9
6,14
7,15
8,16
10,17
11,18
12,19
13,20
14,21
15,22
16,2
17,24
19,25
20,26
21,27
22,28
23,29
24,30
25,31
28,33
29,35
30,34
31,34
32,35
33,36
34,37
35,38
36,39
37,40
38,41
39,42
40,43
41,48
42,44
43,45
44,46
45,47
46,49
