oldLine ,newLine 
1,1
2,2
3,3
4,4
5,8
6,8
7,8
8,5
9,6
10,7
11,8
12,9
13,10
14,11
15,12
16,14
17,19
18,20
19,22
20,23
21,24
22,25
23,26
24,27
25,31
26,32
27,33
28,34
29,35
30,36
31,37
32,38
33,39
34,40
40,42
43,44
44,45
45,45
46,45
47,44
48,49
51,52
52,53
53,54
54,55
55,56
56,57
57,58
58,59
59,60
60,61
61,62
62,64
67,66
69,63
