oldLine ,newLine 
1,1
2,4
3,8
4,8
5,2
6,13
7,15
8,16
9,17
11,18
12,19
13,20
14,21
15,22
16,23
17,24
18,5
19,26
20,27
21,28
22,29
28,32
29,33
30,34
32,35
35,37
36,38
37,39
38,40
41,12
42,42
43,43
44,49
45,44
46,45
47,46
48,47
49,48
50,51
51,50
