oldLine ,newLine 
1,1
2,2
3,3
4,4
5,8
6,8
7,5
8,6
9,7
10,9
11,10
12,11
13,12
14,13
15,14
16,18
17,21
21,23
22,24
23,25
24,26
25,27
26,28
29,22
30,30
31,31
32,32
33,33
34,34
35,35
36,30
39,39
40,40
41,41
42,42
43,43
44,44
56,45
57,46
58,47
59,48
60,49
61,50
