oldLine ,newLine 
1,1
2,7
3,7
4,5
5,11
6,2
7,17
8,19
9,20
10,21
12,22
13,23
14,24
15,25
16,26
17,27
18,28
21,31
22,32
24,33
25,34
31,37
32,38
33,39
34,40
35,41
36,42
37,43
38,44
39,45
40,46
45,49
46,49
47,49
48,50
49,50
50,52
52,53
53,54
54,59
55,55
56,56
57,57
58,58
59,62
60,63
61,60
62,68
63,69
64,64
65,65
66,66
67,67
68,71
70,70
