oldLine ,newLine 
1,1
2,7
3,7
4,5
5,12
6,2
7,18
8,19
9,21
10,22
11,23
13,24
14,25
15,26
16,27
17,28
19,8
21,32
22,33
23,34
24,35
25,36
27,37
29,39
30,40
31,41
32,42
33,43
34,38
35,16
36,69
37,70
38,71
39,72
41,49
42,82
43,50
44,51
45,52
46,53
47,54
48,55
49,56
50,57
51,58
52,59
53,60
54,61
57,66
58,67
60,20
61,69
62,70
63,71
64,72
66,73
67,87
68,81
69,86
70,76
72,77
73,78
74,79
75,80
76,30
77,92
78,83
79,93
80,84
82,88
83,89
84,90
85,91
