oldLine ,newLine 
1,1
2,4
3,8
4,8
6,13
7,14
8,20
9,21
10,22
11,23
12,24
13,25
14,26
16,27
17,28
18,29
19,30
20,31
21,32
22,33
23,34
24,35
25,41
26,36
27,37
28,38
29,39
30,40
31,43
32,42
