oldLine ,newLine 
1,1
2,4
3,8
4,8
5,13
6,14
7,15
9,16
10,17
11,18
12,19
13,20
14,21
15,22
16,23
17,24
18,25
19,26
20,32
21,27
22,28
23,29
24,30
25,31
26,34
27,33
