oldLine ,newLine 
1,1
2,4
3,8
4,8
5,13
6,14
7,15
9,16
10,17
11,18
12,19
13,20
14,21
16,22
17,23
18,24
19,31
20,25
21,26
22,27
23,28
24,29
25,30
26,33
27,32
