oldLine ,newLine 
1,1
2,4
3,8
4,8
5,13
6,14
7,15
9,16
10,17
11,18
12,19
13,20
14,21
15,22
16,23
17,27
22,26
24,29
25,30
27,36
28,37
29,32
30,33
31,34
32,35
33,31
34,39
35,38
