oldLine ,newLine 
1,1
2,2
3,3
4,4
5,8
6,8
7,5
8,6
9,8
10,7
11,8
12,9
13,10
14,11
15,12
16,13
17,14
18,18
19,19
20,20
21,22
22,25
23,26
24,27
31,31
32,31
33,33
34,34
35,35
36,36
37,37
38,45
53,40
54,39
55,43
56,41
57,42
58,49
59,50
60,51
61,52
62,53
63,54
64,55
65,56
66,57
67,58
68,59
69,60
70,61
71,62
72,63
73,64
74,65
75,66
76,67
77,68
78,70
83,72
85,69
